pl_rade,pl_eqt,pl_orbper,st_teff,st_mass,st_rad,rade_norm,eqt_norm,teff_norm,HSI,SCI,habitability
2.0,797.0,0.73654,5612.5,0.963,0.943,0.36787942,0.033596497,0.9205813,0.20073795,0.9205813,0
2.3,797.0,51.998497,5172.0,0.905,0.943,0.2725318,0.033596497,0.73859906,0.15306415,0.73859906,0
2.3,797.0,51.998497,5250.0,0.9,0.963515,0.2725318,0.033596497,0.76797354,0.15306415,0.76797354,0
2.3,797.0,51.998497,5250.0,0.9,0.963515,0.2725318,0.033596497,0.76797354,0.15306415,0.76797354,0
2.3,797.0,51.998497,5612.5,0.95,0.951,0.2725318,0.033596497,0.9205813,0.15306415,0.9205813,0
2.3,797.0,51.998497,5250.0,0.9,0.963515,0.2725318,0.033596497,0.76797354,0.15306415,0.76797354,0
2.3,797.0,51.998497,5198.0,1.015,0.98,0.2725318,0.033596497,0.74826354,0.15306415,0.74826354,0
2.3,797.0,51.998497,5250.0,0.9,0.963515,0.2725318,0.033596497,0.76797354,0.15306415,0.76797354,0
2.3,797.0,51.998497,5317.89,0.974708,0.964411,0.2725318,0.033596497,0.7944899,0.15306415,0.7944899,0
2.3,797.0,51.998497,5612.5,1.359,1.738653,0.2725318,0.033596497,0.9205813,0.15306415,0.9205813,0
2.3,797.0,51.998497,4941.0,1.32,1.738653,0.2725318,0.033596497,0.6580331,0.15306415,0.6580331,0
2.3,797.0,51.998497,4938.0,1.359,1.738653,0.2725318,0.033596497,0.65704685,0.15306415,0.65704685,0
2.3,797.0,51.998497,4978.0,1.359,1.738653,0.2725318,0.033596497,0.67032003,0.15306415,0.67032003,0
2.3,797.0,4.21487,5585.57,0.914072,1.03251,0.2725318,0.033596497,0.90826863,0.15306415,0.90826863,0
2.3,797.0,4.215,5577.0,0.942,0.963,0.2725318,0.033596497,0.9043851,0.15306415,0.9043851,0
2.3,797.0,38.0957,5585.57,0.914072,1.03251,0.2725318,0.033596497,0.90826863,0.15306415,0.90826863,0
2.3,797.0,38.021,5577.0,0.942,0.963,0.2725318,0.033596497,0.9043851,0.15306415,0.9043851,0
2.3,797.0,51.998497,5577.0,0.942,0.963,0.2725318,0.033596497,0.9043851,0.15306415,0.9043851,0
2.3,797.0,51.998497,4826.0,1.34,1.738653,0.2725318,0.033596497,0.62126344,0.15306415,0.62126344,0
2.3,797.0,51.998497,4794.52,0.959,1.738653,0.2725318,0.033596497,0.61156136,0.15306415,0.61156136,0
2.3,797.0,51.998497,4792.0,1.359,1.738653,0.2725318,0.033596497,0.61079127,0.15306415,0.61079127,0
2.3,797.0,10.339293,5612.5,1.359,1.738653,0.2725318,0.033596497,0.9205813,0.15306415,0.9205813,0
2.3,797.0,51.998497,4826.0,1.34,1.738653,0.2725318,0.033596497,0.62126344,0.15306415,0.62126344,0
2.3,797.0,10.339293,5612.5,1.359,1.738653,0.2725318,0.033596497,0.9205813,0.15306415,0.9205813,0
2.3,797.0,51.998497,5545.0,1.11,0.951,0.2725318,0.033596497,0.8900301,0.15306415,0.8900301,0
2.3,797.0,51.998497,5439.0,1.09,1.738653,0.2725318,0.033596497,0.84408677,0.15306415,0.84408677,0
2.3,797.0,51.998497,5531.0,1.14,1.738653,0.2725318,0.033596497,0.8838216,0.15306415,0.8838216,0
2.3,797.0,51.998497,5481.86,1.06055,1.738653,0.2725318,0.033596497,0.86237067,0.15306415,0.86237067,0
2.3,797.0,51.998497,5612.5,0.959,0.951,0.2725318,0.033596497,0.9205813,0.15306415,0.9205813,0
2.3,797.0,51.998497,5495.0,1.09,1.738653,0.2725318,0.033596497,0.86805516,0.15306415,0.86805516,0
2.3,797.0,51.998497,4846.0,1.359,1.738653,0.2725318,0.033596497,0.6275073,0.15306415,0.6275073,0
2.3,797.0,51.998497,4809.0,1.359,1.738653,0.2725318,0.033596497,0.6160051,0.15306415,0.6160051,0
2.3,797.0,51.998497,4809.0,1.359,1.738653,0.2725318,0.033596497,0.6160051,0.15306415,0.6160051,0
2.3,797.0,51.998497,4847.0,1.359,1.738653,0.2725318,0.033596497,0.6278211,0.15306415,0.6278211,0
2.3,797.0,51.998497,4847.4,1.359,1.738653,0.2725318,0.033596497,0.6279467,0.15306415,0.6279467,0
2.3,797.0,51.998497,4847.0,1.359,1.738653,0.2725318,0.033596497,0.6278211,0.15306415,0.6278211,0
2.3,797.0,51.998497,4734.0,1.23,1.738653,0.2725318,0.033596497,0.59333265,0.15306415,0.59333265,0
2.3,797.0,51.998497,4785.0,1.359,1.738653,0.2725318,0.033596497,0.60865724,0.15306415,0.60865724,0
2.3,797.0,10.339293,5612.5,1.359,0.951,0.2725318,0.033596497,0.9205813,0.15306415,0.9205813,0
2.3,797.0,51.998497,4665.0,1.359,1.738653,0.2725318,0.033596497,0.5732118,0.15306415,0.5732118,0
2.3,797.0,10.339293,7033.5,1.359,0.951,0.2725318,0.033596497,0.5337915,0.15306415,0.5337915,0
2.3,797.0,10.339293,5612.5,0.959,0.951,0.2725318,0.033596497,0.9205813,0.15306415,0.9205813,0
2.3,1400.0,51.998497,6100.0,1.201,1.25,0.2725318,0.00060315675,0.8512921,0.13656749,0.8512921,0
2.3,797.0,51.998497,6130.0,1.2,1.25,0.2725318,0.033596497,0.83861804,0.15306415,0.83861804,0
2.3,797.0,51.998497,6140.0,1.13,0.951,0.2725318,0.033596497,0.8344354,0.15306415,0.8344354,0
2.3,797.0,51.998497,5612.5,1.218,0.951,0.2725318,0.033596497,0.9205813,0.15306415,0.9205813,0
2.3,797.0,51.998497,4045.5,0.535,0.951,0.2725318,0.033596497,0.42052558,0.15306415,0.42052558,0
3.9414074,797.0,8.46321,4045.5,0.535,0.75,0.052791372,0.033596497,0.42052558,0.043193936,0.42052558,0
2.3,797.0,8.463142,4045.5,0.6,0.82,0.2725318,0.033596497,0.42052558,0.15306415,0.42052558,0
3.9414074,797.0,8.463,5612.5,0.959,0.75,0.052791372,0.033596497,0.9205813,0.043193936,0.9205813,0
2.3,797.0,8.46321,4045.5,0.535,0.75,0.2725318,0.033596497,0.42052558,0.15306415,0.42052558,0
2.3,797.0,8.46321,5612.5,0.959,0.951,0.2725318,0.033596497,0.9205813,0.15306415,0.9205813,0
3.9414074,600.0,8.46308,4045.5,0.535,0.744,0.052791372,0.12493021,0.42052558,0.088860795,0.42052558,0
3.9414074,593.0,8.463,4045.5,0.535,0.75,0.052791372,0.13089848,0.42052558,0.091844924,0.42052558,0
2.3,797.0,8.463,4045.5,0.535,0.75,0.2725318,0.033596497,0.42052558,0.15306415,0.42052558,0
3.9414074,754.62,8.453678,4045.5,0.959,0.698009,0.052791372,0.044565283,0.42052558,0.048678327,0.42052558,0
2.3,797.0,8.463446,4045.5,0.6,0.82,0.2725318,0.033596497,0.42052558,0.15306415,0.42052558,0
2.3,797.0,8.462999,5612.5,0.535,0.951,0.2725318,0.033596497,0.9205813,0.15306415,0.9205813,0
3.24,454.0,18.859018,4045.5,0.535,0.75,0.1064585,0.33065933,0.42052558,0.21855891,0.42052558,0
2.3,797.0,18.859018,4045.5,0.535,0.75,0.2725318,0.033596497,0.42052558,0.15306415,0.42052558,0
2.79,797.0,18.858982,5612.5,0.959,0.75,0.16696016,0.033596497,0.9205813,0.10027833,0.9205813,0
2.3,797.0,18.85882,4045.5,0.6,0.82,0.2725318,0.033596497,0.42052558,0.15306415,0.42052558,0
2.3,797.0,18.858992,5612.5,0.535,0.951,0.2725318,0.033596497,0.9205813,0.15306415,0.9205813,0
2.3,797.0,18.859018,4045.5,0.6,0.82,0.2725318,0.033596497,0.42052558,0.15306415,0.42052558,0
2.5220206,459.0,18.85969,4045.5,0.535,0.744,0.2182704,0.31981903,0.42052558,0.26904473,0.42052558,0
2.3,797.0,12.73596,4045.5,0.535,0.744,0.2725318,0.033596497,0.42052558,0.15306415,0.42052558,0
2.3,797.0,33.39,4045.5,0.6,0.82,0.2725318,0.033596497,0.42052558,0.15306415,0.42052558,0
2.3,797.0,33.11,4045.5,0.6,0.82,0.2725318,0.033596497,0.42052558,0.15306415,0.42052558,0
2.3,797.0,51.998497,4095.0,1.14,1.738653,0.2725318,0.033596497,0.43106347,0.15306415,0.43106347,0
2.3,1820.0,1.271869,4596.0,0.7,0.69,0.2725318,3.667801e-05,0.5537732,0.13628425,0.5537732,0
2.3,797.0,51.998497,5008.0,0.86,0.95,0.2725318,0.033596497,0.6804506,0.15306415,0.6804506,0
2.3,797.0,51.998497,4864.0,0.535,0.86,0.2725318,0.033596497,0.6331804,0.15306415,0.6331804,0
2.3,797.0,51.998497,4649.0,1.08,1.738653,0.2725318,0.033596497,0.5686444,0.15306415,0.5686444,0
2.3,797.0,51.998497,4796.0,1.1,1.738653,0.2725318,0.033596497,0.61201406,0.15306415,0.61201406,0
2.3,797.0,51.998497,4137.0,1.359,1.738653,0.2725318,0.033596497,0.4402115,0.15306415,0.4402115,0
2.3,797.0,51.998497,4259.0,1.359,1.738653,0.2725318,0.033596497,0.4679003,0.15306415,0.4679003,0
2.3,797.0,51.998497,4137.0,1.359,1.738653,0.2725318,0.033596497,0.4402115,0.15306415,0.4402115,0
2.3,797.0,51.998497,4296.0,0.8,1.738653,0.2725318,0.033596497,0.47663704,0.15306415,0.47663704,0
2.57807,797.0,41.6855,5766.0,1.359,1.08,0.20637304,0.033596497,0.99401796,0.11998477,0.99401796,0
2.3554535,797.0,41.688644,5703.0,0.963861,0.956122,0.25783035,0.033596497,0.96319443,0.14571342,0.96319443,0
2.23,546.0,41.6855,5766.0,0.961,0.928,0.29229257,0.17906614,0.99401796,0.23567936,0.99401796,0
2.3,797.0,51.998497,4500.0,1.359,1.738653,0.2725318,0.033596497,0.52782,0.15306415,0.52782,0
2.3,797.0,51.998497,4500.0,1.359,1.738653,0.2725318,0.033596497,0.52782,0.15306415,0.52782,0
2.3,797.0,51.998497,5004.0,0.81,0.951,0.2725318,0.033596497,0.67909116,0.15306415,0.67909116,0
2.3,797.0,51.998497,4414.0,0.74,1.738653,0.2725318,0.033596497,0.50560474,0.15306415,0.50560474,0
2.3,797.0,51.998497,4534.0,1.09,1.738653,0.2725318,0.033596497,0.53686965,0.15306415,0.53686965,0
2.3,797.0,51.998497,4943.0,1.359,1.738653,0.2725318,0.033596497,0.6586915,0.15306415,0.6586915,0
2.3,797.0,51.998497,5012.0,0.909,0.951,0.2725318,0.033596497,0.6818129,0.15306415,0.6818129,0
3.9414074,1303.0,10.339293,4993.0,1.0,0.797,0.052791372,0.0011515265,0.67536634,0.02697145,0.67536634,0
2.3,797.0,51.998497,5000.0,0.816,0.951,0.2725318,0.033596497,0.67773426,0.15306415,0.67773426,0
2.3,797.0,51.998497,5000.0,0.816,0.951,0.2725318,0.033596497,0.67773426,0.15306415,0.67773426,0
2.3,797.0,3.8728,4324.0,0.7,0.951,0.2725318,0.033596497,0.48335686,0.15306415,0.48335686,0
2.3,797.0,3.873,5612.5,0.959,0.951,0.2725318,0.033596497,0.9205813,0.15306415,0.9205813,0
2.3,797.0,51.998497,4324.0,0.7,0.951,0.2725318,0.033596497,0.48335686,0.15306415,0.48335686,0
2.3,797.0,5.6,4746.0,0.74,0.951,0.2725318,0.033596497,0.59690344,0.15306415,0.59690344,0
2.3,797.0,5.6,4816.0,0.535,0.71,0.2725318,0.033596497,0.6181649,0.15306415,0.6181649,0
2.3,797.0,5.6,5612.5,0.959,0.951,0.2725318,0.033596497,0.9205813,0.15306415,0.9205813,0
2.3,797.0,51.998497,4746.0,0.74,0.951,0.2725318,0.033596497,0.59690344,0.15306415,0.59690344,0
2.3,797.0,3.487,5400.0,1.1,0.951,0.2725318,0.033596497,0.8277865,0.15306415,0.8277865,0
2.3,797.0,3.48777,5393.0,1.01,0.951,0.2725318,0.033596497,0.8248943,0.15306415,0.8248943,0
2.3,797.0,3.48777,5393.0,1.359,0.91,0.2725318,0.033596497,0.8248943,0.15306415,0.8248943,0
2.3,797.0,3.487905,5382.64,0.999531,0.969745,0.2725318,0.033596497,0.82063246,0.15306415,0.82063246,0
2.3,797.0,51.998497,4550.0,0.651,0.639,0.2725318,0.033596497,0.5411818,0.15306415,0.5411818,0
2.3,797.0,51.998497,4475.0,0.571,0.52,0.2725318,0.033596497,0.52126324,0.15306415,0.52126324,0
2.3,797.0,51.998497,4550.0,0.651,0.639,0.2725318,0.033596497,0.5411818,0.15306415,0.5411818,0
2.3,797.0,51.998497,4545.0,1.359,1.738653,0.2725318,0.033596497,0.5398305,0.15306415,0.5398305,0
2.3,797.0,51.998497,5612.5,1.359,0.951,0.2725318,0.033596497,0.9205813,0.15306415,0.9205813,0
